,Shape_Area,ADM1_PCODE,ADM1_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30,year,total,perc_10,perc_11,perc_12,perc_13,perc_21,perc_22,perc_23,perc_30,perc_total
0,31.91037,PK7,Balochistan,0.0,480433.489034452,1530134.879708123,488477.6831167131,256159.87027579127,158460.4000327699,552060.5154451542,622074.8447482288,1975,4087801.682361232,0.0,0.1175285707003623,0.3743172978059623,0.11949642401305395,0.06266445639501424,0.03876420930998751,0.13505070899776822,0.1521783327778515,1.0
1,0.08728489,PK5,Federal Capital Territory,0.0,6627.089502835646,33038.28559850529,21233.31077296101,84478.26778778806,19066.117822814733,58944.94241030514,42154.8690915145,1975,265542.8829867244,0.0,0.024956758126208047,0.12441789147915899,0.07996188989942749,0.3181341817095941,0.07180052279453458,0.22197899543499364,0.15874976055608314,1.0
2,9.901186,PK2,Khyber Pakhtunkhwa,0.0,445898.8919472806,2103900.31159891,1318421.7229157612,1297195.0657169037,497529.2620096151,2245550.3560745083,1960260.474888645,1975,9868756.085151624,0.0,0.04518288709335649,0.21318799385105947,0.13359553235887933,0.13144463745219553,0.05041458697699397,0.22754137772774913,0.1986329845397661,1.0
3,19.362387,PK6,Punjab,0.0,1573624.161903536,4815624.15902885,8147443.017997744,2236243.525865229,1982630.3789836385,4782501.716204584,13294476.864019282,1975,36832543.82400286,0.0,0.04272374369315333,0.1307437298395509,0.22120228939192235,0.060713795293387364,0.053828222901389916,0.12984445872261327,0.36094376015798285,1.0
4,12.725141,PK8,Sindh,0.0,660425.5052496716,4171114.4770019474,2067459.0666805955,337377.5883003911,397615.8560627829,1007315.6731338688,6531002.185033816,1975,15172310.351463072,0.0,0.04352834142929238,0.27491623756560746,0.13626527659851287,0.022236401740085527,0.026206678274574093,0.06639171291646648,0.43045535147546127,1.0
5,31.91037,PK7,Balochistan,0.0,57857.92913180962,619019.5049396809,833629.1500248872,524304.2107637774,317309.3093320895,1239434.706545176,1034886.479707839,1980,4626441.29044526,0.0,0.012505925288904127,0.13380035886721584,0.18018798849701964,0.1133277562273609,0.06858604473970335,0.26790239597439913,0.223689530405397,0.9999999999999999
6,0.08728489,PK5,Federal Capital Territory,0.0,3355.148271283135,31742.29450359568,4076.053206157871,195674.9565977184,0.0,68815.90794026386,32570.78436723072,1980,336235.1448862497,0.0,0.009978576964101123,0.09440504654661928,0.012122626882257724,0.5819586666465708,0.0,0.2046660171813529,0.09686906577909817,1.0
7,9.901186,PK2,Khyber Pakhtunkhwa,0.0,84051.15892596659,965637.2884068944,1185507.1467237212,3169896.7843271885,488957.75912134815,3119458.870994905,2400887.9385844506,1980,11414396.947084475,0.0,0.007363609248531994,0.08459818708631318,0.10386069033866302,0.27771040371404465,0.042836933163275026,0.273291605807672,0.21033857064150008,0.9999999999999999
8,19.362387,PK6,Punjab,0.0,311398.5285539818,3888120.165425225,9194651.807313943,6066582.778070406,4512667.754268797,5231063.5091258455,12855215.012028525,1980,42059699.55478672,0.0,0.007403726889402904,0.09244288966830547,0.21860954558976445,0.14423742542830367,0.10729196361449568,0.12437234608183287,0.30564210272789505,1.0
9,12.725141,PK8,Sindh,0.0,237148.0980702471,2996189.9153556544,3029911.017290147,1445715.1701630224,1299494.5365493298,1427812.820247084,7012392.548720598,1980,17448664.106396083,0.0,0.013591189366945101,0.17171457351037858,0.17364716283233886,0.08285534991948597,0.07447530244295204,0.08182934874215939,0.4018870731857401,1.0
10,31.91037,PK7,Balochistan,0.0,58806.22996860603,645334.864536834,918719.0711571854,589788.6871331055,336917.61001146026,1265407.3969627768,1360719.1185102807,1985,5175692.978280248,0.0,0.011362001226770188,0.12468569276519613,0.17750648560735388,0.11395356904054177,0.06509613522775252,0.24449042906390472,0.2629056870684809,1.0000000000000002
11,0.08728489,PK5,Federal Capital Territory,0.0,2940.2581063099205,31529.58558808919,8117.966849714518,172287.37678810582,0.0,105706.37459164858,113223.8440412134,1985,433805.4059650814,0.0,0.0067778272605173405,0.07268140312347127,0.01871338332369229,0.397153595642314,0.0,0.2436723312760129,0.2610014593739922,1.0
12,9.901186,PK2,Khyber Pakhtunkhwa,0.0,81249.62618673668,961164.025275668,1198041.9768103836,3595822.6346377665,557170.6958007775,3898118.746218659,3410372.002527182,1985,13701939.707457174,0.0,0.005929790082386453,0.07014802617709388,0.08743593990260799,0.26243164919787,0.04066363651399967,0.2844939351249034,0.24889702300113856,0.9999999999999999
13,19.362387,PK6,Punjab,0.0,308683.64260929823,3902438.71132626,9363847.590581212,8933165.808607021,4609527.382734172,6254313.789204594,16440791.525771337,1985,49812768.450833894,0.0,0.006196877873069323,0.0783421366186069,0.18798087080471143,0.17933485904169766,0.09253706481469423,0.12555643831315488,0.33005175253406555,1.0
14,12.725141,PK8,Sindh,0.0,222388.49604355544,3042574.812626319,3220164.9333914407,2188979.207319511,1668517.2568513844,1868456.4606628728,8369263.08551961,1985,20580344.252414696,0.0,0.010805868615023898,0.14783886874338037,0.15646798196845604,0.10636261378682613,0.08107334048387538,0.09078839681914681,0.40666292958329125,1.0
15,31.91037,PK7,Balochistan,0.0,57564.24041832751,670109.122351449,934509.7462936604,648510.1386004488,392224.7822125051,1472384.1467352416,1538864.083965754,1990,5714166.260577386,0.0,0.010073952663132862,0.11727154790272729,0.16354262436165676,0.11349164672974012,0.06864077178126646,0.25767261216975246,0.26930684439172403,1.0
16,0.08728489,PK5,Federal Capital Territory,0.0,2907.770888647065,31286.89845584426,10241.070365676656,186022.8894705642,0.0,38467.450296674855,285069.0273832567,1990,553995.1068606637,0.0,0.005248730273313413,0.0564750447583164,0.01848584985472156,0.33578435471155005,0.0,0.06943644414958682,0.5145695762525118,1.0
17,9.901186,PK2,Khyber Pakhtunkhwa,0.0,76376.15345390952,947829.947692709,1246842.4541783575,4027521.789923124,504576.9766586423,4728963.145868752,4713530.19830307,1990,16245640.666078564,0.0,0.004701332192665412,0.058343648439289277,0.07674935570757796,0.2479140018363648,0.031059223026655744,0.2910912067471112,0.29014123205033565,1.0
18,19.362387,PK6,Punjab,0.0,286815.5808993797,3880675.698576837,9195461.347691596,11898914.22685906,5066716.660724252,7756328.164582178,20220024.08489423,1990,58304935.764227524,0.0,0.0049192332885709626,0.06655827071432589,0.15771325749977738,0.2040807364058453,0.08690030431064966,0.13303038692893998,0.34679781085189093,1.0000000000000002
19,12.725141,PK8,Sindh,0.0,206888.6626176443,3025109.523093168,3403527.0407729503,3424853.414333487,1639458.752194088,2134837.761886658,10184450.471897228,1990,24019125.626795225,0.0,0.008613496837155626,0.1259458637294615,0.14170070524865602,0.14258859658541415,0.06825638774981645,0.08888074424762069,0.4240142056018755,1.0
20,31.91037,PK7,Balochistan,0.0,81911.03146458231,750589.7430908643,1000557.6166402028,751419.3008999508,425721.8498106189,1437006.1836455911,1755064.7607046366,1995,6202270.486256447,0.0,0.013206620324942003,0.12101854389518953,0.16132118372736712,0.12115229456132456,0.0686396781233537,0.2316903441779651,0.282971335189858,1.0
21,0.08728489,PK5,Federal Capital Territory,0.0,2579.4119325755164,28659.569126736373,11864.029106250964,177944.81320339255,512.6193854436278,56377.09750369191,418179.0559930392,1995,696116.5962511301,0.0,0.003705430881071784,0.041170644804447654,0.01704316370295374,0.25562501190418024,0.0007363987415388326,0.08098800949051556,0.6007313404752923,1.0
22,9.901186,PK2,Khyber Pakhtunkhwa,0.0,91909.94204665534,1060775.511122236,1367516.069520844,4610794.50197562,562264.7450480573,5164205.249248227,6065797.49633543,1995,18923263.51529707,0.0,0.00485698156517018,0.05605668970707579,0.07226639677745754,0.24365746945543376,0.02971288459802598,0.2729024644757295,0.3205471134211072,0.9999999999999999
23,19.362387,PK6,Punjab,0.0,404851.20616703946,4309662.609755726,8678197.439974707,15239639.110425008,5312701.244967101,9301870.937028397,23885719.478839114,1995,67132642.0271571,0.0,0.0060306163133467235,0.06419623121658674,0.1292694161577035,0.22700788543761072,0.07913737765330255,0.1385595837754385,0.35579888944601124,1.0
